SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Bigram_Lprob1	Bigram_Lprob2	Bigram_Lprob3	Bigram_Lprob4	Trigram_Lprob1	Trigram_Lprob2	Trigram_Lprob3	Trigram_Lprob4
dew_urd_20090119.0006__10	اسرائیل اور حماس جنگجووں کےمابین تین ہفتوں تک جاری رہنے والی جنگ میں کم ازکم تیرہ سو فلسطینی اور دس فوجیوں سمیت کل  تیرہ اسرائیلی ہلاک ہوئے۔	At least 1300 Palestinians and including 10 soldiers, a total of 13 Israelis were killed in the war lasting for three weeks between the militants of Hammas and Israel.	the war between Israel and Hamas Militant which lasted for 3 weeks killed almost 1300 Palestine, 10 soldiers and total 13 Israelis	At least 1300 Palestinians including 10 soldiers as well as 13 Israelis were killed in the three week long war being fought between the Israeli and Hamas soldiers.	due to the result of war between Himas and Israel 1300 Palestinians nd 10 soldiers totally 13 Israelis were dead	-74.4091	-64.4578	-77.6848	-58.5127	-74.2625	-64.5304	-78.117	-58.8241
dew_urd_20090119.0006__11	دوسری طرف فلسطینی صدر ممود عباس نے فلسطینی علاقوں میں متحدہ  قومی حکومت بنانے پر زور دیا ہے۔	On the other side, Palestinian President Mahmood Abbas has insisted on the formation of national government in the areas of Palestine.	on the other side Palestine President Mahmud Abbas urges to make a United Government in the Palestine area	On the other side, Palestinian President, Mahmood Abbas stressed upon an international rule in the Palestinian regions.	on other hand chief mahmood abbas has strongly told about religious rule in Palestine	-42.0754	-37.5615	-37.9854	-46.5879	-42.175	-36.456	-38.5974	-47.9187
dew_urd_20090119.0007__1	جرمنی کے نام القاعدہ کا ویڈیو پیغام	A video message for Germany from Al-Qaeda	Al Qaida video message for Germany	Al-Qaida's video message to Germany	The Al-Qaeda Germany video message	-21.7194	-18.865	-16.7214	-17.1676	-21.7194	-18.865	-16.7214	-17.1676
dew_urd_20090119.0007__2	تیس منٹ دورانیے کی اس ویڈیو میں ایک شخص، کالی رنگ کی  پگڑی پہنے، منہ ڈھانپے اور ہاتھ میں بندوق تھامے جرمن حکومت کو ایک پیغام دے رہا ہے۔	In this 30 minute video message, a man wearing a black turban with a covered face and holding a gun, is giving a message to the German Government.	in this 30 minute video, one man wearing black color turbine covering his face with a cloth and holding a gun addressing the Government	In this thirty minute video, a man wearing a black turban, covering his face and holding a gun in his hand addresses the German government.	In the term time of 30 minutes in the video, a person of the black color who was wearing a turban and having a hands a message to the German Government.	-76.7324	-72.4404	-64.3368	-69.6275	-77.075	-72.8016	-62.8048	-70.7651
dew_urd_20090119.0007__3	یہ شخص خود کو ابو طلحہ کے نام سے متعارف کرارہا ہے اور جرمن زبان میں بات کر رہا ہے۔	This person is showing himself Abu Talha and talking in German language.	This man is introducing himself as Abu Talha and speaking in German language.	The same man is introducing himself as the Father of Talha and is talking in German language.	The person who talks is Abu Talha and he talks in the German language.	-31.7631	-33.7919	-41.2504	-33.3861	-31.7631	-34.031	-41.8534	-33.6331
dew_urd_20090119.0007__4	اس ویڈیو  پیغام کے عربی سب ٹائٹلز بھی موجود ہیں۔	The all titles of this Arabic video message are present.	Arabic sub-titles of this video message are also there.	Arabic subtitles are also present in this video message.	This video message is in Arabic also.	-31.343	-25.2982	-23.6069	-20.5399	-31.4014	-25.4119	-24.0019	-20.5686
dew_urd_20090119.0007__5	اسکرین کی سائڈ پر القائدہ کا لوگو لگا ہوا ہے، اور ویڈیو میں اکتوبر 2008ء کی تاریخ درج ہے۔	The logo of Alqaida is on the screen side and the date is 2008 in video.	on the side of the screen is the logo of Al-Qaida and the date written in the video is October 2008.	There is a log of Al-Qaeda on the side of the screen and video has the date of October 2008.	The United States has also been mentioned in the screen of the video of October 2008.	-33.9481	-42.9656	-43.6101	-33.3433	-33.2224	-42.058	-42.2269	-32.2666
dew_urd_20090119.0007__6	اس پیغام میں جرمن حکومت سے کہا گیا ہے کہ افغانستان میں اتنی بڑی تعداد میں فوج تعینات کرکے یہ ملک اس یقین کا اظہار کررہا ہے کہ اس پر حملے نہیں ہوں گے، یہ بھولا پن نہیں تو اور کیا ہے؟	In this message it is said to German government that the large numbers of force in Afghanistan shows the shore that there will be no any attack at it so is it not knowing unknowing and what other thing?	in this message it is said to the German government that after deploying such a large number of troops in Afghanistan this country is thinking that it will not be attacked, if it's not ingeniousness then what else?	In this message, it is said to the German Government that is the country expressing their belief that they will not be attacked on after assigning army in a great number in Afghanistan. If this is not innocence, what is it?	The message to the German government said that there are a large number of forces in Afghanistan and that they are believed not to attack.	-98.3011	-85.7254	-89.9924	-50.8164	-95.6757	-83.6789	-89.2155	-50.6478
dew_urd_20090119.0007__7	خود کو ابوطلحہ بتانے والے اس شخص نے حالانکہ جرمنی پر بلاواسطہ حملوں کی دھمکی نہیں دی۔	How ever the saying himself Abu Talha that person did not threat German without channel.	introducing himself as Abu Talha, this man however did not threaten to directly attack Germany.	This man calling himself "Father of Talha" did not threaten about attack on Germany indirectly.	The person who speaks in German did not threaten attacks.	-43.5035	-46.1654	-39.613	-27.0485	-43.7736	-46.788	-39.9345	-27.3185
dew_urd_20090119.0007__8	افغانستان میں اس وقت اتحادی افواج نیٹو میں شامل جرمن فوجیوں کی تعداد تقریباً ساڑھے تین  ہزار ہیں۔	The number or union forces in Afghanistan contained in NETO is about 3500.	the number of German troops amongst the Allied NATO forces in Afghanistan is around 3500.	In Afghanistan, the number of German army soldiers included in the United army NATO is almost 3500 at this time.	The coalition forces in Afghanistan in the NATO includes a number of German soldiers - almost three and a half thousand.	-34.6585	-36.31	-50.2299	-53.3872	-35.1824	-36.7909	-50.6259	-51.6667
dew_urd_20090119.0007__9	گزشتہ برس اکتوبر میں جرمن پارلیمان مزید ایک ہزار  فوجی افغانستان بھیجنے کے قانون کی منظوری بھی دے چکی ہے۔	The German parliment had approved the role to send 1000 more in Afghanistan.	last year the German parliament has approved a bill to send one thousand more troops to Afghanistan.	In October last year, German Parliament has approved of sending 1000 more soldiers to Afghanistan.	In October last year, the German parliament has given approval to send one thousand soldiers to Afghanistan.	-36.1491	-45.6969	-41.7053	-47.292	-36.6984	-44.7561	-41.7053	-47.7398
dew_urd_20090119.0007__10	جرمنی کو القائدہ کی طرف سے ملنا والا یہ پہلا پیغام ہے۔	This is the first message of Alaqaid to German.	this is the first message to Germany from Al-Qaida.	This is the first message received by Germany from Al-Qaeda.	This is the first message for the combined United States and Germany.	-18.911	-18.2789	-23.7996	-24.8426	-18.9371	-17.665	-24.115	-25.0066
dew_urd_20090119.0007__11	دھشت گردی سے متعلقہ امور پر نظر رکھنے والے ممتاز ماہر میخائیل LÜDERS،  اس پیغام کے حوالے سے کہتے ہیں: ’’ کابل میں حال ہی میں جرمن سفارت خانے کے باہر ہونے والا خود کش حملہ اس بات کا ثبوت ہے کہ ہم ہر حالت میں اسے سنجیدگی سے لیں۔	A distinguished and expert in terrorism matters Mijail Luder said about this message that the situation in Kabul is that the self attack outside of German ambassador house prove that we should take it serious.	having a critical eye on terrorism related issues, the famous expert Mikhail Luders says regarding this message: "the recent suicide attack on the German embassy in Kabul is a proof of the fact that we should take it seriously in any case.	Mikhael Luders, who keeps a close watch on the activities related to terrorism, says in relation to this message :" The suicide bombing outside German consulate recently has proved that we should take it seriously in every condition.	The Leader for Affairs Mikhail Fradkov has expressed his scare on terrorism in his message saying: 'The German Embassy in Kabul, may have a threat for suicide attack'.	-89.0703	-102.34	-105.857	-66.1221	-89.2481	-103.537	-107.242	-66.715
dew_urd_20090119.0007__12	گزشتہ چند برس سے  القائدہ انٹرنیٹ پر ویڈیو پیغامات جاری کر رہا ہے اور ایسے پیغامات کے بعد حملے بھی ہوئے ہیں۔	From last some years Alqaida has been showing such messages and after it some attacks was under taken.	for the past few years Al-Qaida has been issuing video messages on internet and there have been attacks as well after such messages.	For the last few years, AL-Qaeda has been distributing messages over the internet and there have been attacks after such messages.	The United States has recieved many such messages during the last few years on the Internet.	-53.5228	-59.6138	-51.8037	-35.3153	-53.9548	-58.6948	-51.3053	-33.5075
dew_urd_20090119.0007__13	ہفتہ کو، کابل میں جرمن سفارت خانے کے باہر ہونے والے خود کش حملے کی ذمہ داری عسکری تنظیم طالبان نے لی ہے۔	On Saturday,the militant organisation, Taliban took responsibility for the suicide attacks that took place outside the German embassy.	The responsibility of suicide bomb attack outside the German Embassy in Kabul has been accepted by the armed organization called Taliban's.	The responsibility for the terrorist attack outside the German Embassy at the weekend was taken by the militant group, the Taliban.	On Saturday, there was a suicide attack outside the German embassy in Kabul and the Taliban military organization owned the responsibility for it.	-45.843	-55.2477	-47.0679	-56.929	-46.5555	-55.4846	-47.3389	-56.7522
dew_urd_20090119.0007__14	بیشتر جرمن اخبارات اور مبصرین اس حملے کو القائدہ پیغام سے جوڑ کر دیکھ رہے ہیں۔	Many German newspapers and thinkers are looking at this attack in connection with the Al-Qaidah message.	Most of the German magazines were associating these attacks with Al Qaeda.	Most German papers and analyzers are linking this attack with the message of Al Qaeda.	Most of the German newspapers and observers expressed the message about the chances of attack over the United States.	-39.0831	-33.0091	-38.2726	-49.0747	-39.3479	-33.1039	-38.4132	-49.0413
dew_urd_20090119.0007__15	’’وہ جرمنی کو ہدف بنا رہے ہیں۔	"They are targeting Germany"	They are targeting Germany	"They are targeting Germany.	Germany could be a target.	-9.10009	-9.10009	-9.10009	-10.2836	-9.10009	-9.10009	-9.10009	-10.4325
dew_urd_20090119.0007__16	بنیاد پرست مسلمان، جرمنی کی افغان پالیسی کو منفی اورتنقیدی نظر سے دیکھتے ہیں۔	Fundamentalist Muslims are viewing the German Afghan policy in a negative and critical manner.	The fundamentalist Muslims are seeing German Afghan policy as negative and discriminatory.	Muslim hard liners see the Germans Afghan policy in a negative and questionable light.	Fundamentalist Muslims have a negative look over the the Afghan policy of Germany.	-35.8136	-35.9761	-40.0129	-28.4217	-35.4318	-35.9761	-39.6573	-28.678
dew_urd_20090119.0007__17	وہ جرمن حکومت پر نہ صرف افغانستان بلکہ مشرق وسطیٰ میں بھی متعصبانہ پالیسی اپنانے کا الزام لگاتے ہیں۔	They accuse the German government of following an extremist policy, not only in Afghanistan, but also in the Middle East.	They are blaming Germany for keeping discriminatory policies not only in Afghanistan but in the Middle East also	They blame the German government of adopting biased policies not just towards Afghanistan but the Middle East also.	The German government does not have a biased policy over Pakistan alone but also over the Middle East countries too.	-44.5089	-48.5949	-47.0472	-46.4953	-44.78	-48.6284	-47.7263	-46.6843
dew_urd_20090119.0007__18	اور اس وجہ سے  وہ جرمنی کو زیادہ سے زیادہ اپنا ہدف سمجھ رہے ہیں۔	Because of this, they are considering German as their target, more and more.	And because of this they are considering Germany their target evenmore.	And it is for this reason that they are increasingly finding Germany as their enemy.	This is the reason for Germany being in the target.	-27.9099	-27.1109	-34.2025	-19.9088	-28.7842	-26.9494	-32.2653	-20.1049
dew_urd_20090119.0007__19	دریں اثناء جرمن حکومت کا کہنا ہے کہ اس ویڈیو کے منظر عام پر آنے سے  پہلے ہی جرمن خفیہ ادارے کو اس کے بارے میں علم تھا۔	In the meantime, the German government claims that the German secret agencies had knowledge about this video, even before it came to light.	In the mean time, the German Government says that the German intelligence agencies already knew about this video before it came into the lime light.	Besides this the German Government stated that even before the video came out publically the German undercover agencies knew about it.	Meanwhile, the German government has said that the public video has already been sent to the knowledge of German intelligence agencies.	-54.3832	-62.3758	-60.8234	-47.7	-54.9523	-63.2053	-61.1374	-46.0319
dew_urd_20090119.0007__20	جرمن  وفاقی انسداد جرائم کا ادارہ  اس ویڈیو پیغام کی جانچ  میں مصروف ہے۔	The German joint crime control organisation is busy studying the video.	The German department for the elimination of crimes is busy in analyzing this video.	The German federal anti crime organization was occupied in investigating the contents of the video.	The German Federal Anti-crime organization is checking this video.	-34.1312	-39.5408	-45.0892	-24.0725	-34.1312	-39.6689	-45.1206	-24.0725
dew_urd_20090120.0008__1	اوبامانے  امریکی صدارت کا عہدہ سنبھال لیا۔	Obama has taken the position of American presidency.	Obama has taken charge of the American presidency.	Obama took office as the President of America.	The president of America Obama, to take charge	-17.35	-16.1632	-20.3626	-17.4162	-16.4809	-16.259	-20.4348	-17.6784
dew_urd_20090120.0008__2	اس تناظر میں امریکی عوام تو ایک طرف، پوری دُنیا ہی اوباما سے مختلف توقعات وابستہ کئے ہوئے ہے۔	In this setup, let alone the American public, the whole world has different hopes about Obama.	In this perspective, keeping the American people aside, all the world has developed various expectations for Obama.	In this crisis the American people are on one side while the rest of the world is expecting different things form Obama.	On the background, The Americans are rather a different people in the world	-39.7747	-43.4612	-52.1833	-26.7158	-39.6864	-43.6555	-49.2535	-26.4842
dew_urd_20090120.0008__3	اب جبکہ باراک اوباما کو امریکہ کا صدر بننے پردُنیا بھر سے مبارکباد کے پیغامات موصول ہو رہے ہیں تو ان سے جڑی توقعات بھی سامنے آ رہی ہیں۔	Now that Barack Obama is receiving congratulatory messages from around the world on becoming president, the expectations from him are also becoming clear.	as Barak Obama is receiving Congrutulation from all over the world for the presidency of United States of America, people are expecting more from him	Now when Barack Obama is receiving greetings from all over the world on becoming the president of America, the expectations from him are also rising.	Obama, becoming the president of United States of America, received messages of congratulations. And is now in the range of expectation.	-66.4054	-57.8377	-62.4424	-44.492	-65.3181	-55.6806	-61.8247	-44.6881
dew_urd_20090120.0008__4	اس حوالے سے جرمن چانسلر انگیلا میرکل نے نئے امریکی صدر پر اعتماد کا اظہار کیا ہے۔	In these regards, German Chancellor, Angela Merchel also expressed reliance on the new American President.	German Chancellor Angela Miracle expressed her confidence on the new president of USA.	in this reference, the German Chancellor Angela Merckle has expressed confidence in the American president.	The German Chancellor, Angela Merkel , expressed his confidence on the new American president.	-32.6796	-29.8005	-28.9144	-30.9056	-33.5546	-30.828	-29.4523	-31.7806
dew_urd_20090120.0008__5	"مجھے اس بات کا یقین ہے کہ وفاقی جمہوریہ جرمنی اور ریاست ہائے متحدہ امریکہ کے درمیان گہری دوستی اور شراکت کی بنیاد پر ہم درپیش مسائل کو حل کر سکتے ہیں۔	"I believe that the Joint Republic of Germany and the United States of America will be able to get together on the basis of strong relationships and partnership, to solve the problems facing us".	i am sure that Germany and United State of America will cooperate with each other on the basis of friendship to solve common problems.	"I am sure that based on the friendship between Federal Republic of Germany and the United States of America, we can resolve all the issues faced.	I belive that the Federal Republic of Germany and Persian relationship with the United Stated would solve many problems.	-66.1243	-50.8333	-55.6623	-37.7476	-60.6386	-48.6952	-55.996	-37.8107
dew_urd_20090120.0008__6	روسی وزیر اعظم ولادی میر پیوٹن کا کہنا ہے کہ اوباما ایک سنجیدہ اور کھلے دل کے مالک دکھائی دیتے ہیں اور یہ یقنینی طور پر اچھی بات ہے۔	Russian Prime Minister Vladimir Putin said that Obama seems a serious and open hearted person, and this is definitely something good.	Russian Prime Minister Putin said that Obama is a serious and open hearted man and that is a good quality.	Russian prime minister Viladimir Putin has said that Obama appears to a serious and open hearted man this is really a good news.	Russian Prime minister Mir Putin said that this serious and opn heart is a good thing	-46.047	-39.8757	-50.754	-36.6819	-46.2731	-40.33	-51.6821	-36.3962
dew_urd_20090120.0008__7	یوں تو سابق امریکی صدر جارج ڈبلیو بش کی پالیسیوں کو تنقید کا سامنا رہا ہے۔	As such, the previous American president's policies were subject to criticism.	previously he criticize Bush policies.	although the policies of former American president George W. Bush have been facing criticism.	The policies of the former American president, George W. Bush faced criticism.	-28.3927	-17.5152	-33.9914	-26.9998	-28.5408	-17.5152	-33.9868	-27.137
dew_urd_20090120.0008__8	تاہم ان کی انتظامیہ کو چین کو بین الاقوامی سطح پر زیادہ تعمیری کردار ادا کرنے کی تحریک دینے کے لئے ضرور سراہا جاتا ہے جبکہ نئے امریکی صدر کے بارے میں چین نے کہا ہے کہ انہیں دونوں ملکوں کے درمیان مضبوط عسکری تعلقات کے لئے کام کرنا ہو گا۔	However, his government is definitely credited with arousing China into playing a more constructive role on the international level, whereas, with regards to the new president, China has said that he will have to work for strong military ties between the countries.	but his administration is appreciated to be cooperative with china for constructive work. the new president of USA will work for new military and strategic relation among both countries.	however, his regime is appreciated for promoting China to play a more constructive role internationally whereas China has said about the new American president that he will have to work for stronger military relations between both countries.	The Administration of the international level China praised the constructive role on the movement since, the American President said that the two countries have to strengthen the millitary relations to work together.	-108.012	-80.5368	-102.983	-72.8711	-106.649	-80.9537	-101.989	-74.0896
dew_urd_20090120.0008__9	جرمن شہر بوخُم میں سرگرم چینی ماہر سیاسیات گُوسُوئے وُو کہتے ہیں:	Expert on Chinese politics, who is active in Bokhum, Germany, Gosuwe Hu, says:	according to German expert in politics gosvi	Active in German city of Bochum, Chinese political expert Kusuay Wu says:	Yak says that the German expert is active in city politics	-26.8736	-18.1807	-28.5308	-33.0655	-27.0208	-18.3933	-28.5753	-33.509
dew_urd_20090120.0008__10	"اس تناظر میں مجھے یقین ہے کہ آنے والے ہفتوں اور مہینوں میں اوباما اور ان کی اقتصادی ٹیم زبردست دباؤ ڈالیں گے اور بیجنگ حکومت کو چینی کرنسی کے لئے ایک لچکدار اور مارکیٹ سے مطابقت رکھنے والی شرح تبادلہ اختیار کرنے پر مجبور کریں گے۔	From this viewpoint, I am certain that Obama and his economic team will, within the coming weeks and months, pressurize the Beijing government into pegging the Chinese currency to a stable and market representing exchange rate.	i am sure that Obama will put economical pressure on Beijing to put standard measure for the china currency to collobrate with other currencies in market.	"in this reference, I am sure that in coming weeks and months, Obama and his team of economists will put immense pressure on China to have a more flexible and competitive to market exchange rate for the Chinese currency.	With this, I believe that the coming weeks and months will have strong pressure from economic team to entail Beijing government of China to have better rate of exchange	-99.2349	-70.2109	-101.284	-76.3484	-99.7889	-69.9924	-101.413	-74.9078
dew_urd_20090120.0008__11	سابق امریکی انتظامیہ نے بھارت کے ساتھ بھی تعلقات کو مزید بنایا ہے۔	The previous American government also increased ties with India.	previous American administration made good relation with India.	former American regime has also improved on relations with India.	The relationship of India and Former US administration will be better	-28.0932	-25.2116	-30.7217	-25.5463	-28.0932	-25.2116	-31.023	-25.9754
dew_urd_20090120.0008__12	اوباما ان تعلقات کو کہاں لے جاسکتے ہیں،اس کے بارے میں نئی دہلی میں امریکی علوم کے پروفیسر کرسٹوفر راج کہتے ہیں: "اب ہم اسٹریٹیجک پارٹنر شپ میں زیادہ قریب آ چکے ہیں لیکن اوباما راتوں رات تو کوئی بھی تبدیلی نہیں لا سکتے۔	About where Obama might take those ties, Professor Christopher Raj, expert on American sciences in New Delhi, says that we are now closer to a strategic partnership, but Obama cannot make any change overnight.	Obama will further strengthen the relations but according to proffesor Christopher, Obama cant bring changes in one night.	how far Obama can take these relations, Christopher Raj, Professor of American Studies in New Delhi says on this: "now we have come closer in strategic partnership, however, Obama can not bring an overnight change.	American studies professor in New Delhi, Raj said that we are in a strategic patnership as long as one nigh does not bring a change	-80.5642	-52.0096	-79.1298	-61.1794	-80.7761	-52.9229	-78.9814	-61.0882
dew_urd_20090120.0008__13	پوپ بینیڈکٹ نے بھی اوباما کے نام پیغام میں دُنیا میں امن و تعاون کی فضا کو فروغ دینے پر زور دیا ہے۔	pope Benedict also send a message to spared wind of thrive in World emphasize peace and Collaboration to Obama.	In his message to Obama Pope Benedict has stressed on Peace and co-operation in the world.	In a message sent to Obama by Pope Benedict, he also stressed upon the need to create an environment of peace and mutual help in the world.	Pope Benedict also gave a message in the name of peace to the world in the atmosphere of cooperation and stressed on developing.	-58.5113	-38.634	-64.2808	-51.4696	-58.6512	-38.8503	-64.3833	-51.062
dew_urd_20090131.0002__1	عراق میں صوبائی انتخابات	Iraq provisional Elections.	Provincial elections in Iraq.	State elections in Israel	n/a	-10.3787	-11.3342	-11.3342	-3.38498	-10.3787	-11.3342	-11.3342	-3.38498
dew_urd_20090131.0002__2	سال 2005کے بعد اس جنگ زدہ ملک میں یہ پہلے اہم انتخابات ہیں۔	after 2005 this war effected country first important election.	After 2005 these are the first elections in war stricken country.	This is the first important election in this war ridden country since 2005.	n/a	-28.8596	-29.2379	-38.1631	-3.38498	-28.9706	-29.0449	-38.0507	-3.38498
dew_urd_20090131.0002__3	صوبائی انتخابات میں 440نشستوں کے لیے 14,400سے زائد امیدوارمیدان میں اترے ہیں۔	for provisional election 14,400 Representative come in ground for 440 seats.	For 440 seats in provincial elections there are 14400 candidates.	For the state elections, more than 14,400 contestants have entered the arena for 440 seats.	n/a	-30.5062	-28.8662	-37.3554	-3.38498	-30.9304	-29.1578	-37.6302	-3.38498
dew_urd_20090131.0002__4	انتخابات کے دوران امن و امان کی صورتحال کو برقرار رکھنے کے لیے آٹھ لاکھ پولیس اور فوجی عراق میں تعینات کیے گئے ہیں۔	to maintain peace and stability during election 8 lack police and solders deploy in Iraq.	To keep peace during elections 8 hundred thousand Police and Soldiers have been deployed in Iraq.	To maintain peace and safety during the elections, 800,000 police and soldiers were posted in Iraq.	n/a	-47.5386	-48.2697	-48.6424	-3.38498	-47.751	-48.3724	-49.005	-3.38498
dew_urd_20090131.0002__5	اس خطرے کے پیش نظر کہ ایسے اہم دن کوئی دھماکہ یا کوئی اور دھشت گردانہ حملے نہ ہو جائے عراق کی تمام سرحدیں  ایک روز قبل ہی یعنی جمعہ کو سیل کر دی گئی تھیں۔	due to this danger that any explosion or any terrorist attack on this important day Iraq all boundaries sealed before one day it means from Friday.	The borders of Iraq were sealed one day ago i.e. Friday considering the threat that a bomb attach or terror attack can happen on such an important day	Fearing that some bomb blast or terrorist attack might take place on this important day, all the borders of Iraq were sealed one day in advance, i.e. on Friday.	n/a	-74.9647	-85.9609	-77.0356	-3.38498	-75.8846	-86.3588	-76.5832	-3.38498
dew_urd_20090131.0002__6	علاوہ ازیں ہوائی اڈے  بند کر دئیے گئے ہیں اور پبلک ٹرانسپورٹ پر پابندی لگا دی گئی ہے۔	and more over closed Airports and public transportation not allowed.	A part from theis Airports were closed and public transport was forbidden.	Apart from this, the airport was closed and restrictions were placed on public trasnsport.	n/a	-28.4319	-31.8546	-37.8446	-3.38498	-28.9348	-31.97	-38.1087	-3.38498
dew_urd_20090131.0002__7	اطلاعات کے مطابق، ٹرانسپورٹ پر پابندی کے باعث بغدادکی سڑکوں پر ٹریفک نظر نہیں آرہی اور عراقی بچے سڑکوں پر فٹ بال کھیلتے نظر آرہے ہیں۔	according to the sources, due to transportation on the street of Baghdad there were no traffic seen and Iraqi children playing football on the street.	According to the news, due to disallowed traffic the roads of Iraq have been deserted and Iraqi children can be seen playing football on roads.	According to reports, due to the restrictions on public transport, there was no traffic on the roads of Baghdad, and children were seen playing football on the roads.	n/a	-60.3587	-65.016	-64.2945	-3.38498	-59.0769	-64.9328	-63.6424	-3.38498
dew_urd_20090131.0002__8	حالیہ عراقی انتخابات کے دوران سیکیورٹی صورتحال سے ایک جانب تو اس بات کا اندازہ ہوگا کہ سال 2011 میں امریکی فوجی دستوں کی عراق سے واپسی کے بعد مقامی سیکیوریٹی ایجنسیاں ملک کی باگ ڈور سنھبال پائیں گی یا نہیں تو دوسری طرف سیاسی تجزیہ نگار اسے ایک تجربے  کے طور پربھی  لے رہے ہیں جس سے اندازہ لگایا جاسکےگا کہ عراقی عوام جمہوری طریقے سے ملک میں تبدیلی لانے کے لئے کس حد تک آمادہ ہیں۔	during situation of present Iraqi election on the one side will predict this thing that in 2011 when American solders troops go back from Iraq so than either national security agencies able to control county or not and on the other side political analyst look this as one analytic which can predict that how much Iraqi people our agree to democratic change.	The security situation during recent elections will help in analyzing that after American withdrawal in 2011 whether the local security organizations will be able handle the country or not. On the other hand political analysts is watching this as an experiment with which it can assessed that how much Iraqi people are ready to bring change in the country through democratic way.	During the present Iraqi elections, the security arrangements will tell, on one hand whether or not the local security agencies will be able to take over the country after the return of the American forces from Iraq in 2011, and on the other hand, political analysts are using this as a test as to what extent the public is prepared to bring change to the country in democratic ways.	n/a	-169.815	-166.492	-162.096	-3.38498	-170.476	-166.677	-155.735	-3.38498
dew_urd_20090131.0002__9	اقوام متحدہ کی مدد سےعراق میں صوبائی انتخابات منعقد کرائے جارہے ہیں اور تقریباً آٹھ سو بین الاقوامی مبصرین انتخابی عمل کا جائزہ لے رہے ہیں۔	with the help of United Nations starting provisional election in Iraq and almost 800 international observer investigate this election.	Provincial elections are being held in Iraq With the help of United Nations and approximate 800 international correspondents will monitor the elections.	The state elections are being held with help from the United Nations and almost 800 international supervisors are overlooking the elections.	n/a	-59.5553	-62.8606	-60.1287	-3.38498	-56.8684	-61.5582	-60.2554	-3.38498
mhr_urd_20090107.0007__1	یوم عاشور آج پورے ایران میں یوم عاشور اورسید الشہداء حضرت امام حسین (ع) کی عظیم قربانی کی یاد عزت و احترام سے منائی گئی	Yaom-e-Ashora:The day of Aashora and the great sacrifice of Hazrat Imam Hussain was celebrated with respect in Iran today.	Today, the Day of Aashura was celebrated throughout Iran in remembrance, respect and honor of the great sacrifice of the chief of all martyrs, Imam Hussain.	Today is celebrated as Ashoora day all over Iran with high reverence and piety and with the remembrance of the Leader of martyrs Imam Hazrat Husaian.	Youm e Ashura; Youm e Ashura was observed with reverence and fervor in the whole of Iran commemorating the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS).	-42.9267	-58.5578	-70.2131	-70.7855	-44.3155	-58.5253	-70.8715	-70.7573
