SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Trigram_Lprob1	Penalty_Short1	Penalty_Long1	Edit_Distance1	Average_TER1	Bigram_mismatch_percentage1	Trigram_mismatch_percentage1	Trigram_Lprob2	Penalty_Short2	Penalty_Long2	Edit_Distance2	Average_TER2	Bigram_mismatch_percentage2	Trigram_mismatch_percentage2	Trigram_Lprob3	Penalty_Short3	Penalty_Long3	Edit_Distance3	Average_TER3	Bigram_mismatch_percentage3	Trigram_mismatch_percentage3	Trigram_Lprob4	Penalty_Short4	Penalty_Long4	Edit_Distance4	Average_TER4	Bigram_mismatch_percentage4	Trigram_mismatch_percentage4	
dew_urd_20090120.0008__13	پوپ بینیڈکٹ نے بھی اوباما کے نام پیغام میں دُنیا میں امن و تعاون کی فضا کو فروغ دینے پر زور دیا ہے۔	pope Benedict also send a message to spared wind of thrive in World emphasize peace and Collaboration to Obama.	In his message to Obama Pope Benedict has stressed on Peace and co-operation in the world.	In a message sent to Obama by Pope Benedict, he also stressed upon the need to create an environment of peace and mutual help in the world.	Pope Benedict also gave a message in the name of peace to the world in the atmosphere of cooperation and stressed on developing.	137.419	36.9318181818	0.0	14.5	58.2995267072	65.0	85.0	94.5676	48.8636363636	0.0	13.75	53.4051724138	47.0588235294	70.5882352941	141.955	21.0227272727	0.0	16.75	74.375	27.5862068966	51.724137931	117.297	27.2727272727	0.0	15.5	64.5740365112	16.6666666667	37.5
dew_urd_20090131.0002__1	عراق میں صوبائی انتخابات	Iraq provisional Elections.	Provincial elections in Iraq.	State elections in Israel	n/a	15.1282	40.0	0.0	3.0	78.3333333333	100.0	100.0	42.7141	35.5555555556	0.0	3.0	85.4166666667	80.0	100.0	14.7627	44.4444444444	0.0	2.75	73.3333333333	75.0	100.0	12.8542	93.3333333333	0.0	3.25	75.0	100.0	100.0
dew_urd_20090131.0002__2	سال 2005کے بعد اس جنگ زدہ ملک میں یہ پہلے اہم انتخابات ہیں۔	after 2005 this war effected country first important election.	After 2005 these are the first elections in war stricken country.	This is the first important election in this war ridden country since 2005.	n/a	38.1894	39.2156862745	0.0	7.75	116.369047619	40.0	100.0	42.7141	36.2745098039	0.0	8.0	141.071428571	25.0	66.6666666667	35.7517	26.4705882353	0.0	8.75	155.416666667	35.7142857143	71.4285714286	30.3116	97.0588235294	0.0	9.0	75.0	100.0	100.0
dew_urd_20090131.0002__3	صوبائی انتخابات میں 440نشستوں کے لیے 14,400سے زائد امیدوارمیدان میں اترے ہیں۔	for provisional election 14,400 Representative come in ground for 440 seats.	For 440 seats in provincial elections there are 14400 candidates.	For the state elections, more than 14,400 contestants have entered the arena for 440 seats.	n/a	122.3	43.7037037037	0.0	8.75	140.374331551	58.3333333333	100.0	42.7141	51.8518518519	0.0	9.25	131.617647059	54.5454545455	100.0	84.4519	32.5925925926	0.0	11.0	196.212121212	47.0588235294	82.3529411765	75.7714	97.7777777778	0.0	10.0	75.0	100.0	100.0
dew_urd_20090131.0002__4	انتخابات کے دوران امن و امان کی صورتحال کو برقرار رکھنے کے لیے آٹھ لاکھ پولیس اور فوجی عراق میں تعینات کیے گئے ہیں۔	to maintain peace and stability during election 8 lack police and solders deploy in Iraq.	To keep peace during elections 8 hundred thousand Police and Soldiers have been deployed in Iraq.	To maintain peace and safety during the elections, 800,000 police and soldiers were posted in Iraq.	n/a	80.2864	57.0048309179	0.0	9.25	163.480392157	43.75	81.25	42.7141	53.1400966184	0.0	10.25	177.083333333	52.9411764706	88.2352941176	49.9841	52.1739130435	0.0	9.75	181.709558824	33.3333333333	72.2222222222	50.0484	98.5507246377	0.0	12.75	75.0	100.0	100.0
dew_urd_20090131.0002__5	اس خطرے کے پیش نظر کہ ایسے اہم دن کوئی دھماکہ یا کوئی اور دھشت گردانہ حملے نہ ہو جائے عراق کی تمام سرحدیں  ایک روز قبل ہی یعنی جمعہ کو سیل کر دی گئی تھیں۔	due to this danger that any explosion or any terrorist attack on this important day Iraq all boundaries sealed before one day it means from Friday.	The borders of Iraq were sealed one day ago i.e. Friday considering the threat that a bomb attach or terror attack can happen on such an important day	Fearing that some bomb blast or terrorist attack might take place on this important day, all the borders of Iraq were sealed one day in advance, i.e. on Friday.	n/a	85.9119	46.1538461538	0.0	19.5	266.244239631	25.9259259259	70.3703703704	42.7141	45.0549450549	0.0	22.0	295.423280423	42.8571428571	78.5714285714	80.4965	41.3919413919	0.0	21.75	334.169653524	37.5	78.125	90.2587	98.9010989011	0.0	21.75	74.1935483871	100.0	100.0
dew_urd_20090131.0002__6	علاوہ ازیں ہوائی اڈے  بند کر دئیے گئے ہیں اور پبلک ٹرانسپورٹ پر پابندی لگا دی گئی ہے۔	and more over closed Airports and public transportation not allowed.	A part from theis Airports were closed and public transport was forbidden.	Apart from this, the airport was closed and restrictions were placed on public trasnsport.	n/a	72.6287	55.5555555556	0.0	8.5	130.849358974	54.5454545455	90.9090909091	42.7141	51.6339869281	0.0	8.75	149.100378788	46.1538461538	76.9230769231	38.0748	41.1764705882	0.0	10.75	190.151515152	25.0	81.25	78.0141	98.0392156863	0.0	10.0	75.0	100.0	100.0
dew_urd_20090131.0002__7	اطلاعات کے مطابق، ٹرانسپورٹ پر پابندی کے باعث بغدادکی سڑکوں پر ٹریفک نظر نہیں آرہی اور عراقی بچے سڑکوں پر فٹ بال کھیلتے نظر آرہے ہیں۔	according to the sources, due to transportation on the street of Baghdad there were no traffic seen and Iraqi children playing football on the street.	According to the news, due to disallowed traffic the roads of Iraq have been deserted and Iraqi children can be seen playing football on roads.	According to reports, due to the restrictions on public transport, there was no traffic on the roads of Baghdad, and children were seen playing football on the roads.	n/a	72.4775	37.7593360996	0.0	15.75	252.170138889	33.3333333333	70.3703703704	42.7141	40.6639004149	0.0	15.75	253.732638889	40.7407407407	81.4814814815	73.6221	31.1203319502	0.0	18.0	300.0	25.0	53.125	107.317	98.755186722	0.0	21.5	75.0	100.0	100.0
dew_urd_20090131.0002__8	حالیہ عراقی انتخابات کے دوران سیکیورٹی صورتحال سے ایک جانب تو اس بات کا اندازہ ہوگا کہ سال 2011 میں امریکی فوجی دستوں کی عراق سے واپسی کے بعد مقامی سیکیوریٹی ایجنسیاں ملک کی باگ ڈور سنھبال پائیں گی یا نہیں تو دوسری طرف سیاسی تجزیہ نگار اسے ایک تجربے  کے طور پربھی  لے رہے ہیں جس سے اندازہ لگایا جاسکےگا کہ عراقی عوام جمہوری طریقے سے ملک میں تبدیلی لانے کے لئے کس حد تک آمادہ ہیں۔	during situation of present Iraqi election on the one side will predict this thing that in 2011 when American solders troops go back from Iraq so than either national security agencies able to control county or not and on the other side political analyst look this as one analytic which can predict that how much Iraqi people our agree to democratic change.	The security situation during recent elections will help in analyzing that after American withdrawal in 2011 whether the local security organizations will be able handle the country or not. On the other hand political analysts is watching this as an experiment with which it can assessed that how much Iraqi people are ready to bring change in the country through democratic way.	During the present Iraqi elections, the security arrangements will tell, on one hand whether or not the local security agencies will be able to take over the country after the return of the American forces from Iraq in 2011, and on the other hand, political analysts are using this as a test as to what extent the public is prepared to bring change to the country in democratic ways.	n/a	165.26	47.2673559823	0.0	44.0	563.450168919	33.3333333333	80.9523809524	42.7141	44.0177252585	0.0	42.5	570.345345345	22.2222222222	69.8412698413	232.598	43.4268833087	0.0	47.5	650.868055556	16.2162162162	50.0	237.18	99.5568685377	0.0	50.0	75.0	100.0	100.0
dew_urd_20090131.0002__9	اقوام متحدہ کی مدد سےعراق میں صوبائی انتخابات منعقد کرائے جارہے ہیں اور تقریباً آٹھ سو بین الاقوامی مبصرین انتخابی عمل کا جائزہ لے رہے ہیں۔	with the help of United Nations starting provisional election in Iraq and almost 800 international observer investigate this election.	Provincial elections are being held in Iraq With the help of United Nations and approximate 800 international correspondents will monitor the elections.	The state elections are being held with help from the United Nations and almost 800 international supervisors are overlooking the elections.	n/a	54.1659	47.0355731225	0.0	14.0	198.978919631	50.0	90.0	42.7141	39.9209486166	0.0	13.25	221.666666667	52.1739130435	73.9130434783	57.1628	44.6640316206	0.0	12.5	215.289855072	36.3636363636	72.7272727273	59.9128	98.814229249	0.0	16.25	75.0	100.0	100.0
mhr_urd_20090107.0007__1	یوم عاشور آج پورے ایران میں یوم عاشور اورسید الشہداء حضرت امام حسین (ع) کی عظیم قربانی کی یاد عزت و احترام سے منائی گئی	Yaom-e-Ashora:The day of Aashora and the great sacrifice of Hazrat Imam Hussain was celebrated with respect in Iran today.	Today, the Day of Aashura was celebrated throughout Iran in remembrance, respect and honor of the great sacrifice of the chief of all martyrs, Imam Hussain.	Today is celebrated as Ashoora day all over Iran with high reverence and piety and with the remembrance of the Leader of martyrs Imam Hazrat Husaian.	Youm e Ashura; Youm e Ashura was observed with reverence and fervor in the whole of Iran commemorating the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS).	269.205	42.4528301887	0.0	19.0	57.4641577061	54.5454545455	90.9090909091	459.753	26.4150943396	0.0	18.25	64.72520908	53.3333333333	86.6666666667	210.975	29.7169811321	0.0	17.75	64.9608993157	55.5555555556	85.1851851852	196.927	20.7547169811	0.0	19.0	68.3585858586	67.7419354839	93.5483870968
mhr_urd_20090107.0007__2	مہر خبررساں ایجنسی کی رپورٹ کے مطابق ایران کے دارالحکومت تہران سمیت تمام چھوٹے بڑے شہروں میں سید الشہداء حضرت امام حسین (ع) کی عزاداری بڑی عقیدت و احترام کے ساتھ منائی گئی اس موقع پر مؤمنین نے مجالس عزا اور جلوسوں میں بڑی تعداد میں شرکت کی اور نبی مکرم (ص) کو ان کے اہلبیت (ع)کی شہادت کی مناسبت سے تعزیت پیش کی آج پورا ایران فرزند نبی مکرم (ص) حضرت امام حسین (ع) کی کربلا کے میدان میں عظیم الشان قربانی کی یاد میں عزادار و سوگوار ہے مؤمنین نےسید الشہداء حضرت امام حسین (ع)کی کربلا کے میدان میں بے مثال قربانی کی یاد تازہ کی اور بڑے پیمانے پر عزاداری کی مجالس اور جلوسوں میں شرکت کی۔	According to an export news reporter contained capital of Iran Tahran in all small and big cities the day of Syed-u-shuhada was celebrated with respect and at this event a large number of Shea participated in majalis-e-uzza and gatherings in large numbers and said excuse to nabi pak sallalaho alaehe wassallam at the event of his son shadat.And the hole day was spent by Shea to this event of Syedushuhada in giving his life for Islam and it was renewed and participated in gatherings at large level.	According to Mehr news agency, All small and large cities including the capital city of Tehran witnessed the celebration of this day in the respect of the chief of martyrs, Imam Husain, with great respect and honor. On this occasion, the believers gathered in great numbers in such honorary gatherings and remembered the deaths of the Holy Prophet (PBUH) and his family members. Today, the whole country of Iran is mourning the great sacrifice of the martyrdom of the Prophet's grandson, Imam Hussain in the battle field of Karbala. The believers are remembering this unmatched sacrifice and attending such large honorary gatherings in its honor.	According to Mahar news agency,in all small and big cities including Tehran, the capital of Iran, people mourned the sacrifice of Hazrat Imam Husain (Peace be upon him), the leader of martyrs. Huge crowds attended the mourning processions and meetings. Due respects and condolence were given to the Ahlu Baith (the Prophet's (PBUH) inheritors).The whole Iran observed with great sorrow and lamentation the supreme martyrdom in the Karbala battleground of the Prophet's grandson, Imam Hazrat Husain (PBUH).The true believers cherished the memory of the unique sacrifice of Hazrat Imam Husain in Karbala. Large crowds attended the condolence meetings and processions.	Mehr News Agency reported that in all major and minor cities including Tehran, the capital city of Iran, the mourning of Syed-us-Shohadaa Hazrat Imam Hussain (AS) was observed with veneration and devotion. A large number of believers attended these mourning gatherings and processions, paying their condolences to The Prophet (S) on the martyrdom of his family members. Today the whole of Iran is grieved and sorrowful on the great sacrifice of the Prophet’s Grandson Hazrat Imam Hussain (AS) in the field of Karbala. The believers recollected the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS) in the field of Karbala and took part in gatherings and processions on a large scale.	1208.17	51.5004840271	0.0	76.5	63.0561046389	37.5	78.4090909091	1058.16	37.4636979671	0.0	72.0	62.4455472843	39.1304347826	76.5217391304	630.813	35.6243949661	0.0	73.75	65.0597566276	61.3445378151	89.0756302521	630.759	32.6234269119	0.0	74.25	68.1858635563	53.6585365854	82.9268292683
mhr_urd_20090111.0010__1	غزہ عجلین علاقہ سے اسرائیلی فوجیوں کی پسپائی // فلسطینی مجاہدین کی بے مثال استقامت	the defeat of Israelian from ghaza Ajlin area//Exampleless straightness of freedom fighters sf Falastin	Retreat of Israeli soldiers from Ajleen province of Gaza, unmatched forbearance of Palestinian soldiers.	Israeli troops' retreat from Gaza Corridor. Stern defense put up by Palestine fighters.	Gaza, Israeli soldiers area of the Mujahideen repulse // Palestinian example of fidelity	65.7472	30.4054054054	0.0	10.75	73.4375	64.2857142857	85.7142857143	91.0804	29.7297297297	0.0	10.5	65.3921568627	81.25	100.0	300.162	41.2162162162	0.0	10.75	68.9338235294	80.0	93.3333333333	126.616	40.5405405405	0.0	10.5	65.8088235294	71.4285714286	92.8571428571
mhr_urd_20090111.0010__2	مہر خبررساں ایجنسی کی اردو سروس کے مطابق غزہ میں حق وباطل کے معرکہ کے سولہویں دن بھی اسرائيل کی طرف سے شہری آبادی پروحشیانہ بمباری جاری رہی ، غزہ پر اسرائیل کے فضائی ، زمینی اور بحری حملوں میں اب تک 880 افراد شہید اور 3700 فلسطینی زخمی ہوگئے ہیں	According to urdu service of an expert news reporter agency, the cruel bombing was continued on citizen area by Israel in the fight between right and wrong.There are 880 Falastini persons have been murdered and 3700 injured in Israel attacks air,earth and sea.	According to the Urdu service of Mehr news agency, even on the 16th day of the fight between truth and falsehood in Gaza, there was beastly bombing by the Israel on the city population of Gaza, by the use of air, land and naval attacks, due to which 880 people have died so far.	According to Mahar news reports of Urdu service,even on the 16th day of the battle between good and evil, the Israeli troops showered bombs on the city dwellers. 880 people have so far martyred in the land-sky-sea attack of the Israeli troops and 3700 Palestines have been severely injured.	The Mehr news agency, according to the Urdu service in Gaza وباطل right of the battle of the Chinese nature day by Israel پروحشیانہ City population bombing, the Gaza Strip by Israeli air, ground and naval attacks in the 3700 880 people were killed and Palestinians have been injured.	361.188	39.9538106236	0.0	35.75	61.5729020159	53.1914893617	82.9787234043	303.132	35.7967667436	0.0	34.25	59.9738559277	40.0	71.6666666667	324.544	33.025404157	0.0	33.0	58.1188108155	43.3962264151	71.6981132075	205.43	31.4087759815	0.0	35.0	87.9799697657	60.3773584906	81.1320754717
mhr_urd_20090111.0010__3	شہداء میں 275 معصوم بجے بھی شامل ہیں جو عرب رہنماؤں کی غداری اور بین الاقوامی انسانی حقوق کی نام نہاد تنظیموں پر مسکراتے ہوئے موت کی آغوش میں سوگئے ہیں۔	In shuhada 275 innocent children contain also which dead smiling at faithlessness of Arab leaders and only named organization which are international human rights organizations.	Among the martyred are 275 innocent children, who have slept in the lap of death, smiling at the deception of the leaders of Arab countries and of so called human rights organisations.	The martyrs include 275 innocent children. They embraced death smiling at the faces of deceitful Arab leaders and the organizations pretending to be working for international human rights.	In at 275 innocent martyrs also included the Arab leaders and the doors of the international human rights organizations so-called on the death, in the fold.	131.848	34.6863468635	0.0	16.5	51.6666666667	53.8461538462	88.4615384615	111.301	32.1033210332	0.0	20.25	68.0860805861	28.5714285714	68.5714285714	201.62	30.6273062731	0.0	17.5	52.9532967033	41.3793103448	68.9655172414	95.882	42.4354243542	0.0	18.75	58.0586080586	39.2857142857	60.7142857143
mhr_urd_20090111.0010__4	آج غزہ کے کفن بردوش مجاہدوں نے عجین علاقہ سے اسرائیلی فوجیوں کو پسپا ہونے پر مجبور کردیا اور ایمان و شہادت کی طاقت کے سہارے شاندار پائداری و استقامت کا مظاہرہ کررہے ہیں اور صہیونی دشمن پر قافیہ حیات کو تنگ کررہے ہیں	Today the having grave clothes freedom fighters forced the Israelian forces to go back from the area of Ajeen and showing the glorious straightness with the power of the faith and shahadat and making the life close on non Muslims.	Today, the always ready to die, Mujahids of Ajeen province have defeated the Israeli army, with the power of faith and martyrdom, and a show of amazing forbearance and steadfastness, tightening the collar of life, around the necks of the Zionist enemies.	The Israeli troops were forced to leave Ujain in Gaza today because of the strong resistance of the masked Palestine soldiers. They exhibited magnificent defense with the help of their strong faith and desire for sacrifice. They engage in a do or die battle against the Zionist enemies.	Gaza today, the shrouds massacre of Israeli troops pulled the forced the martyrdom, faith and the power of 44 Grand stand and are demonstrate the enemy and Israeli assonance Hayat are so	229.542	40.5684754522	0.0	30.0	65.4461784714	41.4634146341	70.7317073171	255.037	34.3669250646	0.0	31.0	72.4354375897	38.7755102041	77.5510204082	267.589	26.0981912145	0.0	32.0	79.8754867801	46.9387755102	71.4285714286	317.43	51.9379844961	0.0	30.0	61.7080978733	47.0588235294	88.2352941176
mhr_urd_20090111.0010__5	اگر مصری صدر حسنی نامبارک کی غداری نہ ہوتی تو حماس کے غیور اور بہادر مجاہد اسرائيل کو کب سے شکست سے دور چار کردیا ہوتا لیکن اسرائیلی محاصرے کے ساتھ ساتھ مصر نے بھی مسلمان فلسطینیوں کا محاصرہ کررکھا ہے جو عرب تاریخ کا سب سے المناک واقعہ ہے	If there were the faithlessness of Misri president Hasani Namubarak not in being then enthusiastic freedom fighters of Hammas had defeated Israel soon but the cruel is this that with Israeian blockader Misr has also limiting Falastini Muslims which is the bad being of Arab history.	If it were not for the deception of Egyptian president, Hasani (not) Mubarak, the brave and loyal Hamas Mujahids would have defeated Israel a long while ago, but apart from the Israeli siege, the Egyptians have also placed Palestinian Muslima under siege, which is the saddest story of Arab history.	But for the treacherous stand of the Egyptian President Husni Mubarak, the brave and solid fighters of Hamas would have thrown the Israeli troops into the pit of shameful defeat. Unfortunately, the Egyptian Muslims also keep the Palestines under siege along with the Israeli troops. It is the most tragic incident in the history of Arabia.	If the Egyptian President Hosny unlucky not to the doors of HAMAS, upright and Bahadur Mujahid Israel when the defeat of the four, but the with Israeli siege of Egypt, Muslim sectarian siege of the Palestinians, which is the most Arab history sad incident.	241.912	33.9578454333	0.0	33.0	59.4712220671	59.5744680851	89.3617021277	221.488	29.9765807963	0.0	33.25	61.5576261896	51.724137931	81.0344827586	450.138	20.6088992974	0.0	36.0	70.9565484301	47.4576271186	76.2711864407	313.214	40.0468384075	0.0	33.25	58.7644179306	59.1836734694	79.5918367347
mhr_urd_20090111.0010__6	ادھر سعودی عرب اور اردن کی حکومتیں بھی اسرائيل کو سیاسی ، اقتصادی مدد بہم پہنچا رہی ہیں اور غزہ کے نہتے مسلمانوں کے ساتھ غداری کرکے اسرائیلیوں کا ساتھ دے رہی ہیں	Here Saudi Arabia and Urdan governments are also helping Israel and doing faithlessness with Muslims and giving company to Israelians.	Here, the Saudi Arabian and Jordanian governments are giving the Israeli government political and economic support, and are helping Israel by deceiving the helpless Muslims of Gaza.	There can be seen that Saudi Arabia and Udar government extends political as well as financial assistance to Israel. Similarly, they join hands with Israel to deceive the Musalmans of Gaza who are put in unending miseries.	Meanwhile, Saudi Arabia and Jordan to Israel also governments political, economic assistance to help the Gaza Strip, and with the unarmed Muslims treachery with the Israelis and are	216.145	53.7931034483	0.0	20.5	59.7446236559	66.6666666667	90.4761904762	82.4506	37.5862068966	0.0	20.5	66.1703149002	53.3333333333	80.0	173.817	23.4482758621	0.0	24.5	93.7826420891	48.7179487179	74.358974359	80.515	37.5862068966	0.0	21.0	69.1369047619	64.5161290323	87.0967741935
mhr_urd_20090112.0002__1	باراک اوبامہ امریکہ ایران کے ساتھ نئی حکمت عملی اپنائے گا	Barak Obam will do a new policy with Iran.	Barack Obama: America will use a new policy towards Iran.	Barak Obama and America weave new evil strategies against Iran.	New Strategy will be used with the Iran, said the United States of America.	82.2016	59.6153846154	0.0	6.75	50.2840909091	50.0	80.0	32.6219	45.1923076923	0.0	7.25	56.6193181818	58.3333333333	66.6666666667	63.5961	39.4230769231	0.0	7.5	57.6041666667	90.9090909091	100.0	102.124	27.8846153846	0.0	11.0	100.340909091	62.5	81.25
mhr_urd_20090112.0002__2	مہر خبررساں ایجنسی کی رپورٹ کے مطابق امریکہ کے منتخب صدر باراک اوبامہ نے اے بی سی نیوز چینل کے ساتھ گفتگو کرتے ہوئے کہا ہے کہ وہ ایران کے مسئلے پر نئی اور جدید حکمتِ عملی اپنائیں گے۔	According to an expert news reporter agency, the elected president of America Barak Obam said talking NABC News Channal that he will do a new policy about the issue of Iran,	According to a report from Mehr news agency, the newly elected president of America, Barack Obama told ABC news channel, in an interview with them, that they would take a new approach towards the Iran dilemma.	According to Mahar news agency, the elected President of America Barak Obama, while talking to ABC news channel, said that new and modern strategies would be adopted in dealing with the Iran affairs.	With Obama being elected as the new President of United states of America, The Mehrnews agency report that the Modern and new strategy for the issue of Iran will be made easy	178.029	46.9325153374	0.0	20.75	55.0952837538	50.0	68.75	149.635	35.8895705521	0.0	22.75	66.8918918919	39.0243902439	65.8536585366	204.061	38.9570552147	0.0	21.0	59.1832963784	43.2432432432	81.0810810811	180.222	46.6257668712	0.0	25.0	65.2468987835	48.4848484848	69.696969697
mhr_urd_20090112.0002__3	باراک اوباما نے کہا کہ " ایران امریکی حکومت کے لئے ایک بہت بڑا چیلنجز ہوگا"۔	Barack Obama said "Iran will be a big challenge for American government"	Barack Obama said that Iran would be a very big challenge for the American government	Bark Obama said that Iran will be the big challenge for American Government.	Iran will be a very Big challenge to American Government, Said Obama.	74.7606	46.6666666667	0.0	5.5	54.2857142857	64.2857142857	71.4285714286	69.2396	37.037037037	0.0	6.25	46.4285714286	46.6666666667	66.6666666667	148.715	43.7037037037	0.0	5.75	42.0238095238	57.1428571429	71.4285714286	110.733	48.8888888889	0.0	9.0	55.9126984127	71.4285714286	85.7142857143
mhr_urd_20090112.0002__4	باراک اوبامہ نے کہا کہ اسےفلسطینی اسلامی تنظیم حماس و حزب اللہ کی ایرانی حمایت اور ایران کے جوہری افژودگی کے پروگرام پر تشویش ہے۔	Barack Obama said that he is concerned about Iranian support of Palestinian organizations Hamas and Hiza Ullah and Iran's uranium enrichment program.	He said that they are in a dilemma with regards to Palestinian Islamic organizations Hamas and Hizbullah's support of Iran and Iran's nuclear enrichment program.	Bark Obama said that he afraid about the Iranic help to Falastini Islamic organization Hammas and Hizbullah and Iranic item program.	Obama Said that the Iran's nuclear program is supported by the Islamic organisations like Hamas and Hezbollah	266.448	36.3247863248	0.0	13.5	60.2453102453	70.8333333333	83.3333333333	90.3975	31.1965811966	0.0	15.5	71.3383838384	60.7142857143	75.0	255.357	43.5897435897	0.0	13.75	60.9126984127	77.2727272727	95.4545454545	146.083	53.4188034188	0.0	16.25	60.7819264069	61.1111111111	88.8888888889
mhr_urd_20090112.0002__5	لیکن وہ ایران کے بارے میں موجودہ امریکی صدر بش کی پالیسی جاری نہیں رکھیں گے اور ایران سے تعلقات کے سلسلے میں مختلف پالیسی اپنائیں گے۔	But he will not continue existing policy of current American president Bush and he will adopt a different policy about relations with Iran.	But he will not retain the policy of present American president George Bush, with regards to Iran, but would adopt different policies for Iran.	But he will not continue the running policy of American president Bush about Iran and start relationship with Iran.	But, Iran will not adopt the various policy of US president Bush and also, the relationship with India.	48.2942	42.0833333333	0.0	11.0	47.671957672	33.3333333333	62.5	43.0518	40.4166666667	0.0	12.5	56.8452380952	40.7407407407	81.4814814815	50.598	52.0833333333	0.0	9.25	38.2936507937	60.0	85.0	62.429	57.0833333333	0.0	11.25	44.7916666667	47.619047619	80.9523809524
mhr_urd_20090112.0002__6	باراک اوبامہ نے کہا کہ وہ اپنے اصل مقصد کو مکمل طور پر واضح کرتے ہوئے باہمی احترام اور بات چیت کی خواہش پر زور دیں گے۔	Barack Obama said that while achieving the real goal he will insist on mutual respect and dialogue.	Barack Obama said that he would make his actual goal completely clear, while stressing on the hope for mutual respect and dialog.	Bark Obama said that he will stress on talking and respecting showing his real aim.	Obama when talking about mutual respect said that the real purpose will be completed and also, he stressed on the desire.	91.2486	52.8571428571	0.0	12.0	52.2871376812	22.2222222222	55.5555555556	90.8981	38.5714285714	0.0	13.5	69.3085748792	33.3333333333	66.6666666667	118.616	60.4761904762	0.0	12.75	56.3707729469	31.25	81.25	174.197	42.380952381	0.0	15.25	72.7430555556	17.3913043478	65.2173913043
mhr_urd_20090112.0002__7	باراک اوبامہ ماضی میں بھی کہہ چکے ہیں کہ ایران سے بات چیت کے سلسلے میں پہلے سے کوئی شرائط عائد نہیں کی جانی چاہیئیں۔	Barack has already said that to do dialogue with Iran there should be no conditions applied.	Barack Obama has mentioned in the past that no prerequisites will be set with regards to dialog with Iran.	Bark Obama said it in past also that there will be no conditions to talk with Iran.	Obama said that the talks about the Iran in the past should not be spoken	85.0662	55.7692307692	0.0	11.0	58.75	35.2941176471	64.7058823529	73.8888	49.0384615385	0.0	11.25	64.0032679739	45.0	65.0	77.2941	60.0961538462	0.0	10.25	58.0637254902	27.7777777778	66.6666666667	163.583	64.9038461538	0.0	12.0	62.8104575163	26.6666666667	40.0
mhr_urd_20090112.0002__8	انٹرویو کے دوران انہوں نے امید ظاہر کی کہ ان کی انتظامیہ ایران کے حوالے سے اس نئی حکمتِ عملی پر’تیزی سے عمل پیرا ہوگی۔	During interview he hoped that his administration will quickly follow his new policy about Iran.	During the interview , he expressed the hope that his government would take quick policy decisions on Iran.	He showed in interview that the management will work on this new policy rapidly about Iran.	He said in one of the interview that the new strategy should be followed by the Iran administration.	44.8934	54.9295774648	0.0	10.0	52.8637770898	25.0	93.75	37.9905	49.765258216	0.0	11.0	63.4239551084	31.5789473684	57.8947368421	48.9395	57.2769953052	0.0	9.75	53.7828947368	41.1764705882	58.8235294118	45.9958	53.0516431925	0.0	11.75	65.1702786378	21.0526315789	31.5789473684
mhr_urd_20090112.0002__9	اوبامہ نے مشرق وسطی کے بحران کے بارے میں کہا کہ وہ اس سلسلے میں ایک خصوصی ٹیم تشکیل دے رہے ہیں	Regarding crisis in middle east Obama said that he is making a new team.	Regarding the Middle East crisis, Obama said that he would form a special team	Bark Obama said about the problem of middle East that he will make a special team for it.	He gives a special team for the middle east crisis	82.3924	56.8862275449	0.0	9.5	65.7894736842	33.3333333333	53.3333333333	23.0583	53.2934131737	0.0	9.5	63.2894736842	53.3333333333	73.3333333333	72.5697	46.7065868263	0.0	11.25	77.5	26.3157894737	57.8947368421	69.4153	70.0598802395	0.0	11.75	63.0701754386	20.0	50.0
mhr_urd_20090112.0002__10	جومشرقِ وسطٰی میں قیام امن کی کوششوں کے لیے 20 جنوری کے بعد کام شروع کردےگی۔	That will start working for peace in middle east from January 20th.	which will start working on establishing peace in the Middle East from the 20th of January.	That will start work after 20 January for the peace of middle East.	The efforts will be taken towards peace woll be started after january 20.	31.0507	50.3703703704	0.0	7.5	50.7352941176	38.4615384615	53.8461538462	74.5787	32.5925925926	0.0	9.25	65.521978022	35.2941176471	47.0588235294	66.3319	50.3703703704	0.0	9.0	58.1690368455	42.8571428571	78.5714285714	35.1967	45.9259259259	0.0	9.75	66.4269553975	42.8571428571	78.5714285714
mhr_urd_20090113.0007__1	صدرجارج بش امریکی نااہل و منفور صدر بش نے آخری پریس خطاب میں اپنی غلطیوں اورجرائم کا اعتراف کیا ہے	Bush; the incompetent president of America, confessed his mistakes in last address to the press.	President George Bush, unable and disliked president Bush accepted his mistakes and crimes in his last press statement.	The president Jarj Bush declared his mistakes and criminals in his last speech.	During one of the press meet, Bush acknowledged the mistake of appointing incompetants.	77.669	45.7627118644	0.0	11.5	68.3333333333	44.4444444444	83.3333333333	77.7892	32.7683615819	0.0	11.5	72.2619047619	50.0	90.0	58.8045	55.3672316384	0.0	10.0	57.7777777778	42.8571428571	85.7142857143	61.968	50.8474576271	0.0	12.0	66.9444444444	53.3333333333	80.0
